,epoch,split,total,rmse,mse,mae,informer_rmse,informer_mse,informer_mae
46,15,val,13880.0,5.603664545504436,23044.149729827088,98.98769700108069,119.22800202803178,23013.86288729581,99.2449933832342
47,15,test,11780.0,6.978785640800748,24441.56150254669,122.00291144949067,145.0949966029117,24239.063450863487,121.932911119963
48,16,train,125080.0,1.6927421342918656,1601.3308612488008,28.865965781899583,39.71207549620648,1604.5325812514948,28.89341688156128
49,16,val,13880.0,5.455362923481966,22024.48705871758,96.3878574162464,116.72216900912198,22013.108309659092,96.64731892672452
50,16,test,11780.0,6.957070047219864,24583.382767402378,121.49514636831493,144.55571305124383,24260.51097347862,121.03395923815276
51,17,train,125080.0,1.6996009072748128,1611.396462513991,29.01748469651298,39.80502545103735,1610.584899279536,29.015980496698496
52,17,val,13880.0,5.210106938166989,21175.709082312682,90.3571123018732,111.43418190696023,21068.48271040483,90.33324397693981
53,17,test,11780.0,7.063003109995092,26582.22748302207,123.29631575631366,146.9679896706029,26147.78460372122,122.49676834909539
54,18,train,125080.0,1.6664392413367164,1530.5126226714901,28.314682579711484,38.8341440473284,1530.206019498864,28.31914252650981
55,18,val,13880.0,5.68356893138171,22317.868560878964,101.23082475909582,121.22715152393688,22305.36837491122,101.46559663252397
56,18,test,11780.0,7.128868748093299,24843.958616298813,126.1608091707343,149.0790911222759,24838.583958675987,126.70583985981189
57,19,train,125080.0,1.6379407269679436,1486.3245575331787,27.830643446787807,38.21114386344443,1485.0985695975166,27.82479105190355
58,19,val,13880.0,5.407104078837018,22767.21005943804,94.13168101022154,115.80681488730691,22676.29776833274,94.09094550392844
59,19,test,11780.0,6.879161260893065,25184.639813242786,119.61043794434423,143.8223318802683,24888.44671309622,119.3156882838199
60,20,train,125080.0,1.6203028582215195,1448.267365760913,27.472007040494084,37.74172580485441,1446.4383208605707,27.452007517522695
61,20,val,13880.0,5.255860307237257,21612.269276837174,92.03446660550252,112.77959078008479,21512.503085049717,91.98296442898837
62,20,test,11780.0,7.064456606801783,27052.306515280135,123.2515679714028,146.16063890959086,26474.52562191612,121.89081131784539
63,21,train,125080.0,1.6093407223771317,1419.75676267189,27.2336912852337,37.36370755215081,1419.4609459079043,27.23697736311932
64,21,val,13880.0,5.526887499014995,22934.894862211815,96.60763702832313,118.15547128157182,22812.087851784447,96.52340533516623
65,21,test,11780.0,6.878744460204664,24212.247389643464,119.78425197633702,143.15382867110404,23981.57958984375,119.54676778692948
66,22,train,125080.0,1.5943940514301316,1378.7805964182924,26.995181724321434,36.880187209771606,1378.9855857382015,27.00540323646701
67,22,val,13880.0,5.719917055509276,22924.507186599425,100.6603625382745,122.52488552440296,22883.45263671875,100.76806380532004
68,22,test,11780.0,6.986252002036025,24039.297686757214,122.5382537271859,146.21299663342927,23958.03759765625,122.77798783151727
69,23,train,125080.0,1.5678113260930973,1327.8408848337065,26.49590422285987,36.18317282929712,1328.178059792032,26.500244247670075
70,23,val,13880.0,5.7065119322851,24673.55153998559,100.79453406430115,121.29672449285334,24527.245949485085,100.67710477655584
71,23,test,11780.0,7.0713821385226545,25725.356281833618,123.20577697235781,146.76235881604646,25412.46427837171,122.81576096384148
72,24,train,125080.0,1.5509675150677005,1293.5326186240807,26.16000929717481,35.73570712731809,1295.839634798011,26.186120802042435
73,24,val,13880.0,5.388800796376868,22741.111266210373,93.46300558920208,115.57423686981201,22601.398848100143,93.29770157553934
74,24,test,11780.0,6.875433069821732,25247.4082024618,118.66202067195458,142.89113697252776,24785.236687911183,117.59626950715717
75,25,train,125080.0,1.530513304004968,1254.5738554824911,25.830124524991504,35.209691524505615,1254.154888230927,25.831419789061254
76,25,val,13880.0,5.89634634232315,24790.48320425072,104.86128830263868,126.02988815307617,24757.293046431107,105.06024048545144
77,25,test,11780.0,6.9048214768310965,23380.56466468591,120.38322434741086,143.52238384046052,23296.08552631579,120.62387406198602
78,26,train,125080.0,1.530272998815914,1249.3759516409498,25.784699526677926,35.12552537723463,1250.5981345663265,25.788044296965307
79,26,val,13880.0,5.390110695259028,23119.456799351585,93.71508943849064,116.20019089091907,22945.098319313744,93.51066103848544
80,26,test,11780.0,7.460238186329452,30096.384719864178,129.74144322341894,154.20855873509458,29427.7265625,128.10779772306742
81,27,train,125080.0,1.512870766127647,1221.6598571913976,25.455752127232323,34.6828087106043,1220.7854654740313,25.447487198576635
82,27,val,13880.0,5.839834550753107,24829.195217939483,102.92969158073667,124.73675883900036,24721.585515802555,102.90875244140625
83,27,test,11780.0,7.0065681600003975,24779.6017614601,121.74806395240874,146.0634183381733,24638.827174136513,121.89869649786698
84,28,train,125080.0,1.485653755083075,1163.5684541893188,24.941383658989498,33.91073412797889,1164.1261845802774,24.944400203471282
85,28,val,13880.0,5.789585142108137,25518.288211455332,102.34316237391931,124.6756636879661,25397.689225630325,102.25496222756125
86,28,test,11780.0,6.894377843471456,24222.575933786076,119.19993931716893,143.0935526396099,23903.0439453125,118.67454749659488
87,29,train,125080.0,1.466002915604716,1133.1023592400863,24.58814577810826,33.41111944159683,1132.4084441515863,24.57398051631694
88,29,val,13880.0,5.928083744104039,24641.03747298271,105.79230935923991,125.80249977111816,24535.739379882812,105.81709185513583
89,29,test,11780.0,7.091678037789156,24914.561396434634,123.6125306730157,146.19735115452818,24529.896047491777,122.81646567896793
90,30,train,125080.0,1.4434046836489491,1084.887485259434,24.15377297982416,32.76992047562891,1087.8040024115114,24.16519935763612
91,30,val,13880.0,5.384500315553517,21816.114098523056,93.81396709519092,115.63669170032848,21685.856489701706,93.66101906516336
92,30,test,11780.0,7.040083600547804,26094.523599320884,121.3063773344652,145.77554622449372,25591.944502981085,120.09789256045693
93,31,train,125080.0,1.435413580913684,1068.1171690118324,23.970749197076373,32.53305677491792,1067.7037587068519,23.967562792252522
94,31,val,13880.0,5.823323749465283,24384.500522334292,102.91342027647694,124.5091100172563,24269.325750177555,102.82468605041504
95,31,test,11780.0,7.029307092430232,25092.64066213922,121.56582080990026,145.444874010588,24672.64527652138,120.56640584845292
96,32,train,125080.0,1.417538631233042,1035.983034857691,23.710144569975217,31.996358949310924,1036.3274539246852,23.71702393706964
97,32,val,13880.0,5.644290293053179,23131.78667146974,99.55772300522334,120.71875312111594,23012.06347101385,99.47910863702947
98,32,test,11780.0,7.1879922293645215,26670.44038624788,124.92398331387946,148.46801818044563,26178.327842310857,123.79506362111945
